image_path,extracted_text
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1432.png,IWbBAB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1433.png,oH3pld
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1434.png,XXSZbq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1435.png,bE395p
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1436.png,dzLOSC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1437.png,HMBzsb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1438.png,iNgkj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1439.png,V2BYcL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1440.png,EZSePz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1441.png,I84Uzw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1442.png,rcLZwJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1443.png,I54SPs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1444.png,XQFYu4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1445.png,CVUmtx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1446.png,mHAhSE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1447.png,Szid87
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1448.png,fIMBiG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1449.png,EXINSg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1450.png,dyxflu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1451.png,2C873F
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1452.png,GLwCnD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1453.png,OlvoWy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1454.png,hxlKfg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1455.png,hDvfsp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1456.png,cpZnLN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1457.png,iRgXPV
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1458.png,atsUbn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1459.png,8vxxjl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1460.png,ZKmnkH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1461.png,daEOKO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1462.png,b6zXnj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1463.png,mEDoKK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1464.png,fqbAZq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1465.png,jOwdm8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1466.png,1WwPwo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1467.png,WINZGH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1468.png,A8XQkr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1469.png,UZZCFi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1470.png,IN99C2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1471.png,IfOXsl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1472.png,GPIcUT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1473.png,pSLpof
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1474.png,EdEbaC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1475.png,jHSJYn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1476.png,9sjy2q
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1477.png,wpowag
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1478.png,ragfqk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1479.png,X18gTz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1480.png,MnZGIN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1481.png,bTpfUP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1482.png,SkQv29
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1483.png,nplnMf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1484.png,Koxafn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1485.png,xZQaou
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1486.png,pWJndz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1487.png,QVKnTo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1488.png,B3JDcY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1489.png,ZlxuRZ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1490.png,ZcpHqT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1491.png,LzlFOm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1492.png,4SYgoo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1493.png,BGaM9I
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1494.png,Xsl3BK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1495.png,fGZkcl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1496.png,Llkadl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1497.png,HCKLcq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1498.png,NoGuET
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1499.png,m13TjX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1500.png,3g9yLF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1501.png,MQzY3f
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1502.png,IdMKV7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1503.png,VJAVGr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1504.png,9Embps
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1505.png,Yuu398
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1506.png,IZBEZM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1507.png,99jXX9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1508.png,nJczix
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1509.png,NgMLfT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1510.png,MySaft
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1511.png,bWNdL6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1512.png,P2nGzp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1513.png,iCCAM6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1514.png,UORZVz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1515.png,RCuxn3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1516.png,AzWzNW
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1517.png,OTBRcA
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1518.png,2hCfes
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1519.png,MiOHxV
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1520.png,0jZ8Mg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1521.png,ZxFfT2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1522.png,xO4siy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1523.png,sbShyp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1524.png,IhzXgK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1525.png,qkIFJg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1526.png,AxRGju
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1527.png,NXiUoD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1528.png,kITjMy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1529.png,PEeIPH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1530.png,3MoEZ9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1531.png,AtRiLP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1532.png,v4sqwM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1533.png,YuOQLd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1534.png,alks5o
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1535.png,rKoCjg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1536.png,RCI9jr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1537.png,sNeScE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1538.png,NlcTF7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1539.png,iSOzNw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1540.png,yivGdo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1541.png,IsjaoU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1542.png,WUZnsF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1543.png,pvgZcF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1544.png,15qTHT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1545.png,jSNHCM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1546.png,CZwkjs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1547.png,gUpulD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1548.png,WLO2Tk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1549.png,BrIZZb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1550.png,LScj3F
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1551.png,xhL402
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1552.png,UgNBd2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1553.png,HTHSRt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1554.png,dRvRXU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1555.png,xWCgbc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1556.png,TPwKKB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1557.png,UhzWfo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1558.png,ru]Fcf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1559.png,GE3WF7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1560.png,Owj1Om
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1561.png,gKZPSH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1562.png,GdDIL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1563.png,MteZzb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1564.png,AK6Ovk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1565.png,6GtvDf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1566.png,MVBNnB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1567.png,ZnpapQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1568.png,3MhoH2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1569.png,syP5j2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1570.png,TdCuXx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1571.png,Hztgmd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1572.png,N4GdSx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1573.png,maL2P1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1574.png,IKcgok
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1575.png,SDBqG5
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1576.png,hkUbgo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1577.png,461/60
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1578.png,c4bqY5
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1579.png,iHRBGZ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1580.png,VnC53D
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1581.png,UCo3Nb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1582.png,pglmgJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1583.png,Kz4Fla
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1584.png,SVXKZ3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1585.png,SZolza
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1586.png,pSdPY8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1587.png,kEKTwz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1588.png,pkYSK4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1589.png,ZnlvNY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1590.png,eJrKSq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1591.png,jGLHiD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1592.png,FWNMGh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1593.png,MSSZrF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1594.png,gkKzDI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1595.png,UC4Qee
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1596.png,OQpakM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1597.png,Wfuxih
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1598.png,BYw1Sw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1599.png,ITZcNI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1600.png,PgvhcM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1601.png,aOo87P
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1602.png,UtHIfw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1603.png,OYHZF2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1604.png,Azbkog
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1605.png,lum4yx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1606.png,jZOTov
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1607.png,OLRqfe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1608.png,dOis67
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1609.png,IGHSop
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1610.png,nH8vk6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1611.png,679AJx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1612.png,WOFwpn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1613.png,KLTeiC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1614.png,syzob7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1615.png,Q4CBAt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1616.png,ybvhsk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1617.png,8I14FM
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1618.png,HjDdRe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1619.png,grS7Z6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1620.png,I4vL8I
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1621.png,w7wr09
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1622.png,3E31br
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1623.png,HtazbF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1624.png,rWhTqh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1625.png,nloox3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1626.png,RgKxbw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1627.png,BElat4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1628.png,OGAKjf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1629.png,hvEWbQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1630.png,sWramf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1631.png,RFVAHI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1632.png,YZYBys
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1633.png,RucSk6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1634.png,iMgzdB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1635.png,eltolp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1636.png,GmSZPi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1637.png,zISZD4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1638.png,AUchlJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1639.png,8jPI5p
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1640.png,SRRKPA
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1641.png,aNpnn3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1642.png,ow3enp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1643.png,IPVb9g
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1644.png,yTIg20
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1645.png,Ia7x35
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1646.png,IAEF2E
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1647.png,HOwZgs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1648.png,zgyJxe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1649.png,08mkEf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1650.png,am2i80
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1651.png,QDTLXh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1652.png,SuWiXK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1653.png,BRhIHr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1654.png,Z6LFg1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1655.png,GKvOOk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1656.png,51fDYW
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1657.png,RYUcGv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1658.png,SknSqK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1659.png,muVcr9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1660.png,NEfzmW
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1661.png,yPnuk7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1662.png,eSG2p2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1663.png,bqHh9L
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1664.png,RSazVf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1665.png,dVtVzU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1666.png,cEaMk9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1667.png,eZolJV
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1668.png,4VeXKf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1669.png,YhGxVJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1670.png,~JBY640
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1671.png,DcnMjH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1672.png,PbQpPO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1673.png,Deq9gG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1674.png,at8Quy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1675.png,tr3DU7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1676.png,XXzoxS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1677.png,hjTkX9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1678.png,qqh6xo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1679.png,tFE3UA
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1680.png,4d9BN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1681.png,CbRDrz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1682.png,hrpkbt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1683.png,ZiUgcq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1684.png,fQkDmT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1685.png,hmdCJg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1686.png,nLbaxb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1687.png,8Skgvz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1688.png,b9hEOJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1689.png,aeeUDH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1690.png,9HbZtm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1691.png,CSAdim
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1692.png,WRAeJC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1693.png,Py136K
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1694.png,GLOasy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1695.png,LSMY6s
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1696.png,C6zLau
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1697.png,NbFyuL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1698.png,cosBey
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1699.png,neJtmN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1700.png,EPAKqv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1701.png,ong1UH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1702.png,TgsPyx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1703.png,csZlfo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1704.png,fTn6Tz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1705.png,RFTZeu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1706.png,nIZRJD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1707.png,isjSYG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1708.png,GDgbhl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_1709.png,OpNrQl
